ICB plus Code,BNF Chemical Substance plus Code,Spend per Patient_202412,Spend per Patient_202512,% Spend Change,Items per Patient_202412,Items per Patient_202512,% Items Change,Spend per Item_202412,Spend per Item_202512,% Spend per Item Change
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Valsartan/amlodipine (0206020Z0),0.000523,0.000368,-29.7,1.7e-05,1.3e-05,-22.9,30.585068,27.908627,-8.8
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vancomycin hydrochloride (0501070U0),0.004012,0.004827,20.3,1.8e-05,2.8e-05,56.1,224.347183,172.860805,-22.9
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vardenafil (0704050AA),0.000736,0.002358,220.5,8.4e-05,6.6e-05,-21.5,8.759702,35.760446,308.2
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Varenicline tartrate (0410020C0),9.5e-05,5.8e-05,-38.7,2e-06,2e-06,-33.5,40.790084,37.590537,-7.8
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Varicella vaccine live (140400050),0.0,4.2e-05,999999.0,0.0,2e-06,999999.0,0.0,27.288185,999999.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Venlafaxine (0403040W0),0.058069,0.085076,46.5,0.007945,0.008781,10.5,7.308947,9.689145,32.6
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Venous Ulcer Compression System (2120),0.008581,0.007307,-14.8,0.000114,9.9e-05,-13.1,75.065567,73.592293,-2.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Verapamil hydrochloride (0206020T0),0.00553,0.005371,-2.9,0.000812,0.000847,4.3,6.81116,6.339978,-6.9
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vibegron (0704020AF),0.000339,0.005982,1664.9,1.3e-05,0.000231,1648.7,25.638401,25.875258,0.9
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vigabatrin (0408010X0),0.000848,0.000928,9.4,1.4e-05,1.4e-05,-0.2,60.579433,66.462618,9.7
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vildagliptin (0601023AA),0.000239,0.000103,-56.9,1.8e-05,1.6e-05,-8.9,13.367069,6.318468,-52.7
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vitamin A (0906011D0),0.000205,0.000202,-1.9,3.9e-05,3.8e-05,-2.2,5.285263,5.304409,0.4
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vitamin B compound (0906027G0),0.00632,0.005485,-13.2,0.002208,0.00211,-4.4,2.862693,2.599652,-9.2
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vitamin E (0906050P0),0.00019,0.000672,253.8,1.7e-05,1.9e-05,8.8,11.10242,36.09501,225.1
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vitamins caps (0906070T0),0.000316,0.000288,-9.0,0.000603,0.000571,-5.4,0.523562,0.50358,-3.8
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Vortioxetine (0403040AB),0.006873,0.007345,6.9,0.000292,0.00031,6.4,23.569906,23.672489,0.4
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Warfarin sodium (0208020V0),0.008903,0.008335,-6.4,0.003131,0.002919,-6.8,2.84389,2.8553,0.4
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Water for injection (0902021X0),0.002001,0.003003,50.1,0.00026,0.000355,36.5,7.704633,8.470769,9.9
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Wool alcohols (1302010Y0),6e-06,0.0,-100.0,2e-06,0.0,-100.0,3.753615,0.0,-100.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Wound Management & Other Dressings (2003),0.211227,0.208285,-1.4,0.005823,0.005934,1.9,36.275918,35.102751,-3.2
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Xylometazoline hydrochloride (1202020P0),4.3e-05,4e-05,-6.7,1.7e-05,1.6e-05,-9.3,2.529556,2.603081,2.9
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zinc oxide (0107010Z0),0.000738,0.000579,-21.5,0.000215,0.000168,-21.6,3.438368,3.440345,0.1
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zinc oxide (1302020E0),0.000356,0.000289,-18.6,5.5e-05,4.7e-05,-15.7,6.440404,6.215024,-3.5
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zinc sulfate (0905041Q0),2.4e-05,1.8e-05,-24.6,5e-06,5e-06,-0.2,5.182927,3.915389,-24.5
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zinc sulfate monohydrate (0905041R0),0.000101,8.8e-05,-13.5,9e-06,7e-06,-25.2,10.852782,12.55154,15.7
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zolmitriptan (0407041Z0),0.022308,0.017821,-20.1,0.000658,0.000733,11.4,33.909216,24.310038,-28.3
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zolpidem tartrate (0401010Y0),0.000507,0.000384,-24.3,0.000631,0.000605,-4.1,0.80438,0.634988,-21.1
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zonisamide (0408010AD),0.019411,0.011436,-41.1,0.000374,0.000435,16.3,51.89642,26.278087,-49.4
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zopiclone (0401010Z0),0.003588,0.002381,-33.6,0.005055,0.004869,-3.7,0.709762,0.489016,-31.1
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zuclopenthixol decanoate (0402020Z0),0.000321,0.000491,52.7,1.3e-05,1.9e-05,46.7,24.312754,25.307165,4.1
NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD (QT1),Zuclopenthixol hydrochloride (0402010T0),0.001309,0.001075,-17.9,0.000142,0.000129,-9.0,9.247878,8.347568,-9.7
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acamprosate calcium (0410010A0),0.004804,0.005016,4.4,0.000367,0.000379,3.2,13.092704,13.245769,1.2
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acarbose (0601023A0),0.000627,0.000471,-24.9,1.7e-05,1.5e-05,-11.4,37.414455,31.708226,-15.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aceclofenac (100101080),1.5e-05,1.5e-05,5.5,2e-06,2e-06,-0.3,7.797815,8.250313,5.8
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acenocoumarol (0208020H0),0.000149,9.8e-05,-34.2,2.4e-05,1.1e-05,-54.0,6.140271,8.775879,42.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acetazolamide (1106000B0),0.000605,0.00596,884.4,0.000218,0.000269,23.5,2.77849,22.140875,696.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acetic acid (1201010B0),0.00026,0.000543,108.9,4.1e-05,0.000106,158.3,6.343242,5.129832,-19.1
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acetylcysteine (0307000C0),0.00259,0.003144,21.4,0.000197,0.000278,41.1,13.119231,11.291188,-13.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acetylcysteine (1108010C0),0.002943,0.003658,24.3,3.4e-05,4.1e-05,21.8,87.801492,89.553962,2.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acetylcysteine (1902070A0),0.0,0.000237,999999.0,0.0,2e-06,999999.0,0.0,127.5724,999999.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aciclovir (0503021C0),0.003442,0.003618,5.1,0.00135,0.001504,11.4,2.54902,2.406214,-5.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aciclovir (1103030C0),0.000154,0.000709,360.3,4e-06,1.5e-05,298.7,41.379615,47.767365,15.4
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aciclovir (1310030C0),0.000608,0.000908,49.4,0.000101,0.00011,8.9,6.043,8.289998,37.2
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acitretin (1305020A0),0.002671,0.002339,-12.4,4.3e-05,4.3e-05,-0.3,62.364824,54.777073,-12.2
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aclidinium bromide (0301020R0),0.001197,0.00086,-28.1,3.2e-05,2.4e-05,-23.8,37.798724,35.643513,-5.7
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aclidinium bromide/formoterol (0301040V0),0.007157,0.006171,-13.8,0.000188,0.000156,-17.1,38.045384,39.572172,4.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Acrivastine (0304010A0),0.002005,0.001564,-22.0,8.2e-05,7.1e-05,-13.9,24.471115,22.164359,-9.4
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Adapalene (1306010H0),0.001676,0.002384,42.3,0.000102,0.000139,35.9,16.361117,17.125326,4.7
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Adapalene and benzoyl peroxide (1306010Z0),0.009941,0.010553,6.1,0.000456,0.000412,-9.7,21.787201,25.60453,17.5
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Adhesive (Pastes/Sprays/Solutions) (2310),3.7e-05,1.9e-05,-49.9,2e-06,2e-06,-0.3,20.0,10.06,-49.7
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Adhesive Discs/Rings/Pads/Plasters (2305),0.020641,0.020151,-2.4,0.000484,0.000503,3.9,42.626911,40.053459,-6.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Adhesive Dressing Remover Ster Silicone (2136),0.000321,0.000533,66.4,2e-05,2.6e-05,26.9,15.650136,20.52386,31.1
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Adhesive Removers (Sprays/Liquids/Wipes) (2315),0.035208,0.037882,7.6,0.001786,0.001942,8.7,19.712564,19.508014,-1.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Adrenaline (0207030A0),2.3e-05,0.0,-100.0,2e-06,0.0,-100.0,12.424254,0.0,-100.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Adrenaline (0304030C0),0.043814,0.046757,6.7,0.000356,0.000362,1.8,123.16792,129.158871,4.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Agomelatine (0403040Z0),0.000152,0.000177,16.5,7e-06,6e-06,-25.2,20.364067,31.74535,55.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Albendazole (0505030A0),0.000233,0.0,-100.0,4e-06,0.0,-100.0,62.5574,0.0,-100.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alendronic acid (0606020A0),0.008076,0.012396,53.5,0.007467,0.007799,4.5,1.081587,1.589475,47.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alendronic acid/colecalciferol (0606020Y0),4e-05,0.0,-100.0,2e-06,0.0,-100.0,21.672162,0.0,-100.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alfacalcidol (0906040B0),0.004318,0.004188,-3.0,0.000473,0.000501,6.0,9.128381,8.354461,-8.5
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alfentanil hydrochloride (1501043A0),1.2e-05,1.3e-05,11.0,2e-06,2e-06,-0.3,6.3524,7.0724,11.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alfuzosin hydrochloride (0704010A0),0.006144,0.007315,19.1,0.00052,0.000531,2.2,11.824267,13.776474,16.5
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alginic acid compound preparations (0101021B0),0.048658,0.059564,22.4,0.006451,0.00688,6.6,7.542195,8.657434,14.8
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alimemazine tartrate (0304010Y0),0.002551,0.005657,121.8,1.7e-05,2.6e-05,55.1,152.1624,217.646013,43.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alkyl sulfate (1309000F0),0.0,9e-06,999999.0,0.0,2e-06,999999.0,0.0,5.067267,999999.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alkyl sulphate (1311030A0),0.000401,0.000472,17.6,4.3e-05,5.4e-05,25.7,9.362775,8.763189,-6.4
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Allopurinol (1001040C0),0.009761,0.009361,-4.1,0.008856,0.009659,9.1,1.102234,0.969082,-12.1
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Almotriptan (0407041B0),0.001136,0.00134,18.0,5.4e-05,8.2e-05,51.2,21.024524,16.404776,-22.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alogliptin (0601023AK),0.117095,0.084597,-27.8,0.0035,0.00253,-27.7,33.460388,33.432418,-0.1
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alogliptin/metformin (0601023AJ),0.001551,0.001593,2.7,4.3e-05,4.1e-05,-4.7,36.197685,38.997911,7.7
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alprostadil (0704050B0),0.007663,0.006401,-16.5,0.000112,9.1e-05,-18.6,68.573121,70.36214,2.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aluminium and magnesium and activated simeticone (0101010L0),4.1e-05,0.0,-100.0,4e-06,0.0,-100.0,10.95628,0.0,-100.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aluminium and magnesium and oxetacaine (0101010N0),4.8e-05,0.000181,277.4,2e-06,4e-06,99.4,25.719117,48.689251,89.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aluminium chloride (1312000C0),0.000246,0.0003,22.0,4.1e-05,4.5e-05,8.7,6.002708,6.73574,12.2
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alverine citrate (0102000A0),0.001516,0.001962,29.4,0.000281,0.000278,-1.0,5.390232,7.043864,30.7
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Alverine citrate/simeticone (0102000AJ),7.8e-05,0.000375,381.3,7e-06,3.3e-05,348.6,10.462285,11.224755,7.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amantadine hydrochloride (0409010B0),0.005791,0.001857,-67.9,0.000352,0.000323,-8.2,16.453021,5.747795,-65.1
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amiloride hydrochloride (0202030C0),0.002619,0.00229,-12.6,0.000155,0.000123,-20.7,16.944692,18.692533,10.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amiloride hydrochloride with loop diuretics (0202040D0),0.00089,0.000887,-0.3,6e-06,6e-06,-0.3,159.319067,159.319067,0.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amiodarone hydrochloride (0203020D0),0.000776,0.004804,518.8,0.000389,0.000425,9.2,1.994249,11.298828,466.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amisulpride (0402010A0),0.003223,0.001558,-51.7,0.000235,0.000208,-11.4,13.735019,7.492034,-45.5
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amitriptyline hydrochloride (0403010B0),0.026808,0.027673,3.2,0.023493,0.024649,4.9,1.141107,1.122719,-1.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amlodipine (0206020A0),0.048906,0.054145,10.7,0.059116,0.062781,6.2,0.82729,0.862441,4.2
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amorolfine hydrochloride (1310020A0),0.000929,0.001006,8.3,0.000106,0.000124,17.2,8.751241,8.090462,-7.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amoxicillin (0501013B0),0.022082,0.017707,-19.8,0.017082,0.015372,-10.0,1.292708,1.151933,-10.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amoxicillin sodium (0501013C0),5.1e-05,0.0,-100.0,2e-06,0.0,-100.0,27.372099,0.0,-100.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Amylmetacresol (1203030A0),0.0,6e-06,999999.0,0.0,2e-06,999999.0,0.0,2.995912,999999.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Anagrelide hydrochloride (0901040A0),0.0,0.000751,999999.0,0.0,2e-06,999999.0,0.0,404.5824,999999.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Anal Irrigation System (2128),0.038738,0.047718,23.2,0.00024,0.000239,-0.3,161.237631,199.24969,23.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Anal Plugs (2202),0.000649,0.00081,24.8,6e-06,1.1e-05,99.4,116.202305,72.761254,-37.4
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Analgesics with anti-emetics (0407041A0),0.001204,0.001244,3.4,0.000115,0.000119,2.9,10.422548,10.468601,0.4
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Anastrozole (0803041B0),0.003273,0.002858,-12.7,0.001725,0.001838,6.6,1.898067,1.555026,-18.1
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Antazoline (1104020B0),2.9e-05,0.0,-100.0,9e-06,0.0,-100.0,3.10795,0.0,-100.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Apixaban (0208020Z0),0.065785,0.023242,-64.7,0.016624,0.018899,13.7,3.957181,1.229791,-68.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Apomorphine hydrochloride (0409010A0),0.015869,0.022336,40.8,3.2e-05,3.5e-05,11.4,501.195588,633.231192,26.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Apraclonidine (1108020J0),0.015117,0.010928,-27.7,7.1e-05,5.4e-05,-23.9,213.60015,202.983765,-5.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aripiprazole (0402010AD),0.011631,0.007192,-38.2,0.001624,0.001663,2.4,7.161796,4.323915,-39.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aripiprazole (0402020AD),0.001186,0.001546,30.3,6e-06,7e-06,32.9,212.258794,208.161319,-1.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Arm Sling/Bandages (2002),0.020139,0.019876,-1.3,0.000896,0.000873,-2.6,22.481284,22.779209,1.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Artificial saliva products (1203050A0),3.9e-05,2.4e-05,-37.5,7e-06,4e-06,-50.2,5.198602,6.514486,25.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Ascorbic acid (0906031C0),0.006704,0.005522,-17.6,9.7e-05,0.000106,9.3,69.222939,52.179132,-24.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Asenapine (0402030R0),0.000424,0.000664,56.7,4e-06,6e-06,49.5,113.776148,119.229508,4.8
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aspirin (0209000A0),0.01965,0.025771,31.2,0.025724,0.025865,0.5,0.763864,0.996392,30.4
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Aspirin (0407010B0),0.000649,0.000108,-83.4,0.000145,0.000106,-27.2,4.464805,1.019707,-77.2
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Atenolol (0204000E0),0.005218,0.003882,-25.6,0.005885,0.005482,-6.8,0.88661,0.708191,-20.1
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Atogepant (0407042U0),0.003054,0.038704,1167.5,1.7e-05,0.000184,996.5,182.1724,210.584665,15.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Atomoxetine hydrochloride (0404000S0),0.01849,0.005207,-71.8,0.000279,0.000284,1.7,66.185595,18.333466,-72.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Atorvastatin (0212000B0),0.133962,0.107497,-19.8,0.100575,0.108901,8.3,1.331956,0.987105,-25.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Atropine sulfate (1105000B0),0.012499,0.003765,-69.9,0.00013,0.000145,11.1,95.871215,25.997614,-72.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Avanafil (0704050AC),0.000313,0.0002,-36.1,1.1e-05,4e-06,-66.8,28.017666,53.896178,92.4
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Azathioprine (0802010G0),0.001189,0.000971,-18.4,0.000605,0.000551,-8.9,1.964129,1.760161,-10.4
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Azelaic acid (1306010B0),0.001325,0.001404,5.9,0.000179,0.000201,12.1,7.412727,7.002295,-5.5
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Azelastine hydrochloride (1104020W0),0.000237,0.000193,-18.4,3.7e-05,2.4e-05,-35.2,6.355947,8.009226,26.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Azelastine hydrochloride (1202010A0),0.000809,0.000736,-9.0,7.8e-05,6.5e-05,-16.9,10.339616,11.325438,9.5
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Azithromycin (0501050A0),0.007392,0.00624,-15.6,0.001306,0.001333,2.1,5.661873,4.681124,-17.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Azithromycin (1103010AI),0.000436,0.000225,-48.3,2.2e-05,2.6e-05,16.3,19.526445,8.675542,-55.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Baclofen (1002020C0),0.006643,0.004165,-37.3,0.001654,0.001792,8.3,4.016672,2.324777,-42.1
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Bag Closures (2320),0.000193,1.1e-05,-94.1,1.5e-05,2e-06,-87.5,12.950379,6.141523,-52.6
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Bag Covers (2325),0.000363,0.0,-100.0,1.1e-05,0.0,-100.0,32.481118,0.0,-100.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Balsalazide sodium (0105010D0),0.002193,0.002047,-6.7,5.2e-05,4.5e-05,-14.6,42.053052,45.940961,9.2
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",BeclometDiprop/Formoterol/Glycopyrronium (Corticosteroids) (0302000AA),0.209017,0.243176,16.3,0.003915,0.004515,15.3,53.39079,53.860076,0.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Beclometasone dipropionate (0302000C0),0.462374,0.525419,13.6,0.018762,0.019239,2.5,24.643945,27.310473,10.8
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Beclometasone dipropionate (1202010C0),0.007075,0.005267,-25.6,0.002069,0.001853,-10.5,3.419313,2.84292,-16.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Beclometasone dipropionate (1304000C0),0.000279,0.000139,-50.2,4e-06,2e-06,-50.2,74.9824,74.9824,0.0
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Belts (2330),0.010913,0.012231,12.1,0.000207,0.000234,13.2,52.787038,52.289141,-0.9
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Bempedoic acid (0212000AK),0.025095,0.040238,60.3,0.000356,0.000605,70.1,70.545682,66.485872,-5.8
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Bempedoic acid/Ezetimibe (0212000AL),0.024404,0.049184,101.5,0.000363,0.000689,89.6,67.196338,71.409528,6.3
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Bendroflumethiazide (0202010B0),0.004499,0.004547,1.1,0.007427,0.006674,-10.1,0.605676,0.681343,12.5
"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD (QOC)",Benzalkonium chloride (1302020B0),6.5e-05,6.7e-05,3.1,1.1e-05,7e-06,-33.5,5.793086,8.989065,55.2
