ICB plus Code,BNF Chemical Substance plus Code,Spend per Patient_202412,Spend per Patient_202512,% Spend Change,Items per Patient_202412,Items per Patient_202512,% Items Change,Spend per Item_202412,Spend per Item_202512,% Spend per Item Change
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Simeticone (0101010R0),0.000243,0.000259,6.7,3.5e-05,3.7e-05,4.2,6.933611,7.096665,2.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Simple (0309020D0),0.000472,0.00055,16.5,0.000261,0.000274,5.1,1.809335,2.005834,10.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Simvastatin (0212000Y0),0.020781,0.016738,-19.5,0.016096,0.014055,-12.7,1.291089,1.190918,-7.8
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Simvastatin and ezetimibe (0212000AC),0.002172,0.002054,-5.4,4.7e-05,4e-05,-15.9,46.225836,52.00276,12.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sirolimus (0802020U0),0.000242,0.0,-100.0,1e-06,0.0,-100.0,324.8324,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sitagliptin (0601023X0),0.004508,0.005418,20.2,0.001972,0.002279,15.6,2.286257,2.377721,4.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),"Skin Closure Strips, Sterile (2014)",0.000209,0.000149,-29.0,0.000274,0.000185,-32.6,0.762667,0.803648,5.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Skin Fillers And Protectives (2380),0.073933,0.074594,0.9,0.006941,0.007072,1.9,10.652304,10.548261,-1.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Skin Protectors (2385),0.030387,0.033115,9.0,0.000346,0.000408,18.1,87.817245,81.06724,-7.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium bicarbonate (0101012B0),0.004687,0.003328,-29.0,4e-06,6e-06,33.3,1047.47692,558.095394,-46.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium bicarbonate (0902013S0),0.004555,0.010592,132.5,0.00087,0.000847,-2.7,5.23358,12.508164,139.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium chloride (0902012L0),0.004446,0.005846,31.5,0.000187,0.000187,-0.0,23.752048,31.247888,31.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium chloride (0902021S0),0.000748,0.0008,6.9,3.3e-05,2.7e-05,-18.2,22.808361,29.807855,30.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium chloride (1108010K0),0.00133,0.000772,-42.0,2.8e-05,3.8e-05,34.2,46.932633,20.301734,-56.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium chloride (1202020L0),0.024165,0.023179,-4.1,0.000376,0.00037,-1.4,64.295406,62.56588,-2.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium chloride (1311010S0),0.0,0.0,-100.0,1e-06,0.0,-100.0,0.2224,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium citrate (0704030J0),1.2e-05,1.4e-05,11.7,4e-06,4e-06,19.9,3.299364,3.073508,-6.8
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium citrate (Rectal) (0106040R0),0.000603,0.000825,36.9,5.7e-05,7.4e-05,28.5,10.496363,11.184139,6.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium clodronate (0606020T0),0.003021,0.002666,-11.8,1.6e-05,1e-05,-33.4,192.936133,255.445144,32.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium cromoglicate (0105040A0),0.004747,0.004095,-13.7,1.4e-05,1.8e-05,26.3,334.995967,228.909486,-31.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium cromoglicate (1104020T0),0.002371,0.00177,-25.4,0.000655,0.000687,5.0,3.621888,2.575187,-28.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium feredetate (0901011W0),0.004787,0.004352,-9.1,0.00034,0.000339,-0.3,14.077367,12.830643,-8.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium fluoride (0905030G0),0.002008,0.002356,17.3,0.000321,0.00034,5.8,6.248492,6.93066,10.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium fusidate (1310012Q0),0.000162,7.3e-05,-54.8,4.3e-05,2e-05,-53.5,3.736523,3.631465,-2.8
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium picosulfate (0106020P0),0.006865,0.009376,36.6,0.000324,0.000356,9.9,21.210139,26.368352,24.3
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium picosulfate (0106050S0),0.000226,0.000226,-0.1,1.6e-05,9e-06,-42.9,14.421527,25.230219,74.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium polystyrene sulfonate (0902011P0),6.7e-05,0.0,-100.0,1e-06,0.0,-100.0,89.4424,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium valproate (0408010W0),0.05053,0.052596,4.1,0.003155,0.003178,0.7,16.014945,16.547752,3.3
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sodium zirconium cyclosilicate (0902011AB),0.005511,0.010304,87.0,3.2e-05,4.9e-05,53.4,171.872865,209.448764,21.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Solifenacin (0704020AB),0.008834,0.007165,-18.9,0.004904,0.005365,9.4,1.801378,1.335339,-25.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Solifenacin/tamsulosin (0704010W0),0.002764,0.002911,5.3,0.000107,0.000124,16.7,25.916171,23.386869,-9.8
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Soluble insulin (Neutral insulin) (0601011N0),0.000377,0.00089,135.7,1e-05,1.6e-05,61.5,38.935477,56.837638,46.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Somatropin (0605010S0),0.013236,0.01212,-8.4,2.1e-05,2.1e-05,-0.0,633.893457,580.687214,-8.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sotalol hydrochloride (0204000T0),0.000901,0.001361,51.1,0.000362,0.000362,-0.2,2.485232,3.763973,51.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer 3:1 bread (0913181) (0913181B0),8.7e-05,2.3e-05,-74.0,1e-06,1e-06,-0.0,116.4324,30.2624,-74.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer 3:1 breakfast cereal (0913181) (0913181C0),0.0,0.000145,999999.0,0.0,2e-06,999999.0,0.0,64.8424,999999.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer 3:1 savoury biscuit (0913181) (0913181P0),0.0,0.000101,999999.0,0.0,2e-06,999999.0,0.0,45.382684,999999.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer 4.8:1 confectionary (0913181) (0913181Q0),2.9e-05,2.2e-05,-25.7,1e-06,2e-06,199.9,38.914472,9.640718,-75.2
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer OTC or disc bread (0913461) (0913461E0),8.7e-05,0.0,-100.0,3e-06,0.0,-100.0,29.09158,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer bread (0913261) (0913261H0),0.000386,0.000335,-13.2,1.3e-05,1e-05,-17.7,30.456771,32.104156,5.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer bread (0913271) (0913271A0),0.014037,0.014172,1.0,0.000567,0.000558,-1.6,24.767987,25.41813,2.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer breakfast cereal (0913261) (0913261A0),3.4e-05,0.000199,484.8,4e-06,6e-06,59.9,9.1209,33.350041,265.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer cake mix (0913261) (0913261C0),8.1e-05,0.000138,70.7,8e-06,5e-06,-36.4,9.854292,26.446627,168.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer cakes (0913261) (0913261B0),2.3e-05,4.7e-05,99.3,3e-06,5e-06,74.9,7.849814,8.943932,13.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer confectionery (0913261) (0913261D0),8.4e-05,0.000136,62.5,4e-06,7e-06,66.6,18.670195,18.211822,-2.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer desserts (0913261) (0913261E0),5.8e-05,6.8e-05,18.1,6e-06,7e-06,12.5,9.666669,10.152751,5.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer egg (0913261) (0913261F0),4.1e-05,8e-06,-80.8,2e-06,1e-06,-66.7,18.502363,10.654226,-42.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer flour type mixes (0913261) (0913261G0),0.000372,0.000438,17.6,1.5e-05,1.6e-05,5.0,24.971611,27.986303,12.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer flour type mixes (0913271) (0913271C0),0.007196,0.008646,20.2,0.000326,0.000345,5.9,22.08094,25.052376,13.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer meat/fish (0913261) (0913261I0),0.000156,0.000361,131.4,6e-06,1.1e-05,87.4,26.129425,32.255223,23.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer milk (0913261) (0913261J0),0.002015,0.001609,-20.1,2.3e-05,2.1e-05,-9.7,87.146576,77.100526,-11.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer pasta (0913261) (0913261K0),0.000195,0.000261,33.8,1.1e-05,1.8e-05,59.9,17.469408,14.612446,-16.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer pizza bases (0913261) (0913261L0),2.9e-05,0.0,-100.0,2e-06,0.0,-100.0,12.773926,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer ready meals (0913261) (0913261M0),0.000226,0.000475,110.5,8e-06,8e-06,-0.0,27.527552,57.977031,110.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer rice/cous cous (0913261) (0913261N0),3.4e-05,6.9e-05,103.9,3e-06,4e-06,49.9,11.267401,15.324277,36.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer rolls/baguettes (0913261) (0913261P0),4e-05,2.6e-05,-34.4,3e-06,3e-06,-0.0,13.497502,8.863168,-34.3
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer rolls/baguettes (0913271) (0913271B0),0.00499,0.005496,10.1,0.000261,0.000271,3.7,19.119179,20.312777,6.2
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer sauces (0913261) (0913261Q0),5e-06,0.0,-100.0,1e-06,0.0,-100.0,6.37733,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer savoury biscuits (0913261) (0913261R0),1.5e-05,8e-06,-47.9,1e-06,1e-06,-0.0,9.759293,5.08627,-47.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer savoury snacks (0913261) (0913261S0),8.1e-05,6.3e-05,-22.0,3e-06,3e-06,-0.0,27.075227,21.129773,-22.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer soup (0913261) (0913261T0),5e-06,5e-06,3.7,1e-06,1e-06,-0.0,6.37733,6.616033,3.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer spreads (0913261) (0913261U0),0.0,3.5e-05,999999.0,0.0,2e-06,999999.0,0.0,15.84845,999999.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Specialist food replacer sweet biscuits (0913261) (0913261V0),0.000134,0.000198,47.4,9e-06,1.3e-05,41.6,15.023396,15.633222,4.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Spironolactone (0202030S0),0.015438,0.016876,9.3,0.004099,0.00459,12.0,3.766674,3.676496,-2.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sterile water (1914010A0),0.000145,9e-06,-93.8,1e-06,1e-06,-50.0,96.968332,12.031962,-87.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Stiripentol (0408010AG),0.001266,0.001372,8.4,2e-06,1e-06,-33.4,565.8024,920.3824,62.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Stockinette (2009),0.012876,0.01304,1.3,0.000967,0.000921,-4.7,13.311995,14.153844,6.3
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Stoma Caps/Dressings (2390),0.001553,0.001036,-33.3,2.1e-05,1.6e-05,-25.0,74.378571,66.159734,-11.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sucralfate (0103030S0),0.009367,0.009224,-1.5,3.4e-05,3.1e-05,-10.9,273.053276,301.800544,10.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sucralfate (0107010S0),0.000531,0.0,-100.0,1e-06,0.0,-100.0,711.820563,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sucroferric oxyhydroxide (0905022W0),0.001108,0.000507,-54.2,4e-06,2e-06,-40.0,297.06853,226.784638,-23.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sulfasalazine (0105010E0),0.032014,0.010804,-66.3,0.000917,0.000946,3.1,34.901789,11.421907,-67.3
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sulpiride (0402010U0),0.001393,0.001749,25.6,8.4e-05,8.1e-05,-3.6,16.678072,21.724993,30.3
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sumatriptan succinate (0407041T0),0.029354,0.034596,17.9,0.003078,0.003413,10.9,9.535655,10.137936,6.3
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Sumatriptan succinate/Naproxen sodium (0407041AE),0.0,2.6e-05,999999.0,0.0,1e-06,999999.0,0.0,34.218268,999999.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Surgical Adhesive Tape (2010),0.002122,0.001462,-31.1,0.000516,0.00044,-14.8,4.11146,3.32338,-19.2
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Surgical Sutures (2011),0.000212,0.000222,4.7,0.000132,0.000122,-7.9,1.608032,1.829853,13.8
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Suspensory Systems (2270),0.006038,0.007538,24.8,0.000136,0.000166,21.8,44.243072,45.347531,2.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Swabs (2012),0.001357,0.001341,-1.2,0.000277,0.000306,10.5,4.90527,4.387413,-10.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tablet 73g protein equivalent per 100g (0913206) (0913206H0),0.001056,0.0,-100.0,1e-06,0.0,-100.0,1416.066809,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tablets 62g protein equivalent per 100g (0913205) (0913205R0),0.000584,0.001086,85.8,1e-06,1e-06,99.9,783.753771,728.383609,-7.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tablets OTC glucose for diabetic hypo treatment (0913541) (0913541C0),0.000257,0.000342,33.3,9.8e-05,0.000124,26.7,2.625646,2.76325,5.2
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tablets/capsules micronutrient supplement (0913282) (0913282B0),0.001192,0.001561,31.0,2.8e-05,3.4e-05,18.4,42.046398,46.538013,10.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tablets/capsules micronutrient supplement (0913284) (0913284B0),0.000228,0.000793,248.2,2e-06,7e-06,199.9,101.749067,118.139067,16.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tacalcitol (1305020R0),4e-05,0.0,-100.0,2e-06,0.0,-100.0,17.84687,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tacrolimus (0802020T0),0.006899,0.007828,13.5,4.2e-05,4.4e-05,5.3,165.200436,177.985589,7.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tacrolimus (1305030C0),0.019411,0.020245,4.3,0.000562,0.000628,11.8,34.521576,32.218305,-6.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tadalafil (0704050R0),0.007657,0.005827,-23.9,0.001145,0.001286,12.3,6.688702,4.531612,-32.2
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tafluprost (1106000AK),0.001808,0.001504,-16.8,0.000113,9e-05,-19.9,16.053327,16.669673,3.8
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tafluprost and timolol (1106000AM),0.001699,0.002001,17.8,9.2e-05,9.7e-05,5.6,18.52053,20.647015,11.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tamoxifen citrate (0803041S0),0.002939,0.001998,-32.0,0.000502,0.000441,-12.1,5.856458,4.52809,-22.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tamsulosin and dutasteride hydrochloride (0704010V0),0.007075,0.003585,-49.3,0.000603,0.00064,6.0,11.726489,5.605172,-52.2
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tamsulosin hydrochloride (0704010U0),0.017163,0.014136,-17.6,0.009727,0.010417,7.1,1.764501,1.357011,-23.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tapentadol (0407020AG),0.01205,0.011472,-4.8,0.000254,0.00024,-5.6,47.384511,47.794077,0.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tars (1305020C0),0.001347,0.001641,21.8,9.8e-05,7.8e-05,-19.9,13.79132,20.9663,52.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Telmisartan (0205052Q0),0.004443,0.001825,-58.9,0.000503,0.000485,-3.6,8.826421,3.761208,-57.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Telmisartan with diuretic (0205052R0),0.000971,0.000382,-60.6,6.3e-05,5.7e-05,-10.6,15.316449,6.747112,-55.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Temazepam (0401010T0),0.007141,0.005674,-20.6,0.000277,0.000248,-10.3,25.812427,22.857445,-11.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Terazosin hydrochloride (0205040V0),0.000129,8.2e-05,-36.5,2e-05,1.6e-05,-18.6,6.414073,5.002794,-22.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Terbinafine hydrochloride (0502050C0),0.004932,0.002092,-57.6,0.000432,0.000423,-1.9,11.422625,4.941118,-56.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Terbinafine hydrochloride (131002030),0.001937,0.0013,-32.9,0.000295,0.000324,9.8,6.575307,4.019864,-38.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Terbutaline sulphate (0301011V0),0.005019,0.00424,-15.5,0.0005,0.000403,-19.4,10.030196,10.513159,4.8
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Testosterone (0604020K0),0.013978,0.017749,27.0,0.000348,0.000415,19.2,40.137686,42.748584,6.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Testosterone enantate (0604020M0),0.000403,0.000479,18.6,6e-06,5e-06,-12.5,67.6174,91.706686,35.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Testosterone esters (0604020U0),0.000163,0.000167,2.1,3.9e-05,4.1e-05,5.7,4.216101,4.070554,-3.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Testosterone undecanoate (0604020T0),0.009664,0.010613,9.8,0.000106,0.00011,4.2,91.26215,96.197759,5.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tetrabenazine (0409030C0),0.002131,0.002026,-4.9,3.4e-05,3.5e-05,2.1,62.11521,57.821967,-6.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tetracaine (1502010A0),4.6e-05,6.8e-05,48.4,2.2e-05,1.1e-05,-50.0,2.0524,6.09488,197.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tetracycline (0501030V0),0.001556,0.001762,13.2,3.4e-05,2.8e-05,-15.6,46.380085,62.207417,34.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Theophylline (0301030S0),0.033193,0.033696,1.5,0.001183,0.001227,3.7,28.064353,27.463413,-2.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Thiamine hydrochloride (0906026M0),0.007579,0.008623,13.8,0.005512,0.006107,10.8,1.374805,1.411978,2.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tiagabine (0408010AB),6.2e-05,6.2e-05,-0.0,1e-06,1e-06,-0.0,83.169986,83.185152,0.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tibolone (0604011Y0),0.000753,0.000768,2.0,0.000125,0.000124,-0.6,6.009978,6.168244,2.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Ticagrelor (0209000Z0),0.020828,0.021082,1.2,0.000343,0.000397,15.6,60.717878,53.160971,-12.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Timolol (0204000V0),0.000301,0.000489,62.3,3e-06,4e-06,24.9,100.9049,131.0904,29.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Timolol (1106000Z0),0.006261,0.007285,16.3,0.000862,0.000917,6.4,7.263096,7.945241,9.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Timolol and bimatoprost (1106000AI),0.009378,0.0076,-19.0,0.000459,0.000443,-3.5,20.448032,17.164469,-16.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Timolol and brimonidine (1106000AG),0.001867,0.001858,-0.4,0.000101,9.8e-05,-2.3,18.540483,18.885355,1.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Timolol and travoprost (1106000AH),0.003518,0.003384,-3.8,0.000125,0.000114,-8.4,28.245022,29.672622,5.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Timothy grass pollen allergen extract (0304020AB),0.001064,0.001665,56.5,9e-06,1.3e-05,49.9,118.874067,124.061289,4.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tinzaparin sodium (0208010W0),0.0,8e-05,999999.0,0.0,1e-06,999999.0,0.0,107.3524,999999.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tioconazole (1310020T0),0.000345,0.00046,33.1,1.3e-05,1.3e-05,-5.6,25.726375,36.283158,41.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tiotropium bromide (0301020Q0),0.087543,0.083288,-4.9,0.003169,0.003099,-2.2,27.628096,26.872208,-2.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tiotropium bromide/olodaterol (0301040X0),0.013819,0.014806,7.1,0.000389,0.000415,6.7,35.500515,35.660571,0.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tirbanibulin (1308010AA),0.000251,0.000468,86.7,4e-06,7e-06,99.9,67.271659,62.809172,-6.6
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tirzepatide (0601023AZ),0.337802,1.625905,381.3,0.003099,0.007018,126.5,109.020366,231.674322,112.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tizanidine hydrochloride (1002020T0),0.000659,0.000421,-36.1,0.000107,0.000134,25.8,6.1843,3.139643,-49.2
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tobramycin (0501040U0),0.000885,0.000885,-0.0,1e-06,1e-06,-0.0,1187.0124,1187.0124,0.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tocofersolan (0906050U0),0.000122,0.0,-100.0,1e-06,0.0,-100.0,163.6624,0.0,-100.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tocopheryl acetate (0906050T0),0.000251,0.000144,-42.5,4e-06,4e-06,-0.0,55.987451,32.209659,-42.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tolbutamide (0601021X0),0.000689,0.001252,81.7,3e-06,7e-06,124.9,231.0124,186.679067,-19.2
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tolfenamic acid (0407041U0),0.000207,3.5e-05,-83.2,4e-06,1e-06,-80.0,55.599188,46.798427,-15.8
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tolterodine (0704020N0),0.006041,0.00858,42.0,0.000656,0.000634,-3.3,9.204715,13.52606,46.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tolvaptan (0605020Y0),0.0,0.00077,999999.0,0.0,1e-06,999999.0,0.0,1033.213053,999999.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Topiramate (040801050),0.017661,0.016378,-7.3,0.00182,0.001809,-0.6,9.706038,9.053197,-6.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Torasemide (0202020U0),0.000255,0.000215,-15.7,1.7e-05,1.9e-05,8.6,14.876678,11.540867,-22.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tracheostomy & Laryngectomy Appliances (2005),0.024315,0.037996,56.3,0.000283,0.000349,23.1,85.804834,108.916788,26.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tramadol hydrochloride (040702040),0.038943,0.0385,-1.1,0.009562,0.00982,2.7,4.072819,3.92053,-3.7
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Trandolapril (0205051U0),8e-05,3.1e-05,-61.1,8e-06,1e-06,-81.8,9.755791,20.895373,114.2
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tranexamic acid (0211000P0),0.00409,0.00376,-8.1,0.000981,0.001067,8.7,4.167865,3.52468,-15.4
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tranylcypromine sulfate (0403020Q0),0.005064,0.005061,-0.0,4e-06,4e-06,-0.0,1358.0124,1358.0124,0.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Travoprost (1106000AE),0.002807,0.002656,-5.4,0.000453,0.000421,-7.1,6.190268,6.306106,1.9
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Trazodone hydrochloride (0403010X0),0.000971,0.000857,-11.7,0.00043,0.000511,19.0,2.260058,1.676675,-25.8
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Tretinoin (0801050X0),0.0,0.000668,999999.0,0.0,1e-06,999999.0,0.0,896.1124,999999.0
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Triamcinolone acetonide (1001022U0),0.000292,4.7e-05,-83.9,0.000176,2.8e-05,-84.3,1.658224,1.698957,2.5
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Triamcinolone acetonide (1202010T0),0.0001,0.000168,68.4,1.2e-05,2.2e-05,87.4,8.349152,7.502218,-10.1
NHS BLACK COUNTRY INTEGRATED CARE BOARD (QUA),Trifarotene (1306010AC),0.000236,0.000295,25.0,8e-06,1e-05,18.1,28.771174,30.435889,5.8
